DS_ID,DATASOURCE,UNIPROT_ID,GENE_SYMBOL,GENE_NAME,GENE_SYNONYMS,BIOMOLECULE_TYPE
,UniProtKB,A0A0M3HER1,LIMS1,LIM zinc-binding domain-containing protein,LIMS1,protein
,UniProtKB,A0A0M3HER3,TRIM47,B box-type domain-containing protein,TRIM47,protein
,UniProtKB,A0A0R4J2E0,KCNT1,Potassium sodium-activated channel subfamily T member 1,KCNT1,protein
,UniProtKB,A0A0R4J2E1,CECR2,Bromo domain-containing protein,CECR2,protein
,UniProtKB,A0A0R4J2E2,R3HCC1,R3H domain-containing protein,R3HCC1,protein
,UniProtKB,A0A0R4J2E4,FBF1,Fas binding factor 1,FBF1,protein
,UniProtKB,A0A0R4J2E6,ELAVL4,ELAV-like protein,ELAVL4|hCG_2031550,protein
,UniProtKB,A0A0R4J2E8,MATR3,Matrin-3,MATR3,protein
,UniProtKB,A0A0R4J2E9,IMPG1,Interphotoreceptor matrix proteoglycan 1,IMPG1,protein
,UniProtKB,A0A0R4J2F0,CGA,Glycoprotein hormones alpha chain,CGA,protein
,UniProtKB,A0A0R4J2F2,CLDND1,Claudin domain containing 1,CLDND1,protein
,UniProtKB,A0A0R4J2F3,POLR1D,DNA-directed RNA polymerases I and III subunit RPAC2,POLR1D,protein
,UniProtKB,A0A0R4J2G5,MEF2C,MADS-box domain-containing protein,MEF2C,protein
,UniProtKB,A0A0R4J2G7,NRXN1,Neurexin 1,NRXN1,protein
,UniProtKB,A0A0S1TJ81,KCNH1,PAS domain-containing protein,KCNH1,protein
,UniProtKB,A0A0S2Z377,ANXA6,Annexin,ANXA6|hCG_39152,protein
,UniProtKB,A0A0S2Z3B9,ADA,Adenosine deaminase,ADA,protein
,UniProtKB,A0A0S2Z3E6,CAPN3,Calpain-3,CAPN3,protein
,UniProtKB,A0A0S2Z3I2,SCARB1,Scavenger receptor class B member 1,SCARB1,protein
,UniProtKB,A0A0S2Z3M4,ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,protein
,UniProtKB,A0A0S2Z3N5,FANCC,FA complementation group C,FANCC,protein
,UniProtKB,A0A0S2Z3Q8,FXN,Frataxin,FXN,protein
,UniProtKB,A0A0S2Z3T4,FGFR1,receptor protein-tyrosine kinase,FGFR1|hCG_23105,protein
,UniProtKB,A0A0S2Z3T6,ADA,Adenosine deaminase,ADA,protein
,UniProtKB,A0A0S2Z3U6,HSD17B3,Hydroxysteroid dehydrogenase 3 isoform 3,HSD17B3,protein
,UniProtKB,A0A0S2Z471,CKB,creatine kinase,CKB|hCG_25499,protein
,UniProtKB,A0A0S2Z4A4,MLF1,"Myeloid leukemia factor 1, isoform CRA_c",MLF1|hCG_16019,protein
,UniProtKB,A0A0S2Z4G6,TPM1,Tropomyosin 1,TPM1|hCG_33495,protein
,UniProtKB,A0A0S2Z4H4,HPS1,FUZ/MON1/HPS1 first Longin domain-containing protein,HPS1,protein
,UniProtKB,A0A0S2Z4J7,GSS,Glutathione synthetase,GSS,protein
,UniProtKB,A0A0S2Z4K7,IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,protein
,UniProtKB,A0A0S2Z4L3,PROS1,Protein S isoform 2,PROS1,protein
,UniProtKB,A0A0S2Z4L5,RAF1,non-specific serine/threonine protein kinase,RAF1,protein
,UniProtKB,A0A1W2PPX7,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PPX9,SETD2,[histone H3]-lysine(36) N-trimethyltransferase,SETD2,protein
,UniProtKB,A0A1W2PPY0,RABGEF1,A20-type domain-containing protein,RABGEF1,protein
,UniProtKB,A0A1W2PPY2,ME2,Malic enzyme N-terminal domain-containing protein,ME2,protein
,UniProtKB,A0A1W2PPY5,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PPZ1,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PPZ2,RTKN,Rhotekin,RTKN,protein
,UniProtKB,A0A1W2PPZ3,MAPK10,Protein kinase domain-containing protein,MAPK10,protein
,UniProtKB,A0A1W2PPZ5,TCEA1,Transcription elongation factor,TCEA1,protein
,UniProtKB,A0A1W2PPZ7,EHMT1,Euchromatic histone lysine methyltransferase 1,EHMT1,protein
,UniProtKB,A0A1W2PQ00,STRADA,Protein kinase domain-containing protein,STRADA,protein
,UniProtKB,A0A1W2PQ01,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",ST3GAL5,protein
,UniProtKB,A0A1W2PQ03,MAPK10,Mitogen-activated protein kinase 10,MAPK10,protein
,UniProtKB,A0A1W2PQ04,TSPAN9,Tetraspanin 9,TSPAN9,protein
,UniProtKB,A0A1W2PQ05,ELP4,Elongator complex protein 4,ELP4,protein
,UniProtKB,A0A1W2PQ06,GOSR2,Golgi SNAP receptor complex member 2,GOSR2,protein
,UniProtKB,A0A1W2PQ11,CNTN2,Contactin 2,CNTN2,protein
,UniProtKB,A0A1W2PQ13,A0A1W2PQ13,Major facilitator superfamily domain containing 14A,,protein
,UniProtKB,A0A1W2PQ14,HS6ST2,Heparan-sulfate 6-O-sulfotransferase,HS6ST2,protein
,UniProtKB,A0A1W2PQ16,CCNT1,Cyclin-like domain-containing protein,CCNT1,protein
,UniProtKB,A0A1W2PQ17,MOG,Myelin-oligodendrocyte glycoprotein,MOG,protein
,UniProtKB,A0A1W2PQ19,CACNA1H,Ion transport domain-containing protein,CACNA1H,protein
,UniProtKB,A0A1W2PQ20,STRADA,Protein kinase domain-containing protein,STRADA,protein
,UniProtKB,A0A1W2PQ24,GNAO1,G protein subunit alpha o1,GNAO1,protein
,UniProtKB,A0A1W2PQ28,CYP17A1,Cytochrome P450 family 17 subfamily A member 1,CYP17A1,protein
,UniProtKB,A0A1W2PQ29,PIGT,Phosphatidylinositol glycan anchor biosynthesis class T,PIGT,protein
,UniProtKB,A0A1W2PQ30,GRAMD1B,GRAM domain containing 1B,GRAMD1B,protein
,UniProtKB,A0A1W2PQ31,PAX6,Homeobox domain-containing protein,PAX6,protein
,UniProtKB,A0A1W2PQ34,IQSEC2,PH domain-containing protein,IQSEC2,protein
,UniProtKB,A0A1W2PQ37,ME2,Malic enzyme,ME2,protein
,UniProtKB,A0A1W2PQ39,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PQ47,FDFT1,Squalene synthase,FDFT1,protein
,UniProtKB,A0A1W2PQ48,MED17,Mediator of RNA polymerase II transcription subunit 17,MED17,protein
,UniProtKB,A0A1W2PQ49,PIGN,GPI ethanolamine phosphate transferase 1,PIGN,protein
,UniProtKB,A0A1W2PQ52,PIGT,Phosphatidylinositol glycan anchor biosynthesis class T,PIGT,protein
,UniProtKB,A0A1W2PQ53,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PQ54,ZNF577,Zinc finger protein 577,ZNF577,protein
,UniProtKB,A0A1W2PQ55,HADH,3-hydroxyacyl-CoA dehydrogenase NAD binding domain-containing protein,HADH,protein
,UniProtKB,A0A1W2PQ56,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha,CACNA1D,protein
,UniProtKB,A0A1W2PQ58,SCN3A,Sodium voltage-gated channel alpha subunit 3,SCN3A,protein
,UniProtKB,A0A1W2PQ60,SLC35A3,Solute carrier family 35 member A3,SLC35A3,protein
,UniProtKB,A0A1W2PQ61,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PQ65,KCTD7,BTB domain-containing protein,KCTD7,protein
,UniProtKB,A0A1W2PQ67,PLD5P1,KRAB domain-containing protein,PLD5P1,protein
,UniProtKB,A0A1W2PQ71,KCNQ3,Potassium voltage-gated channel subfamily Q member 3,KCNQ3,protein
,UniProtKB,A0A1W2PQ75,GYG2,Glycogenin 2,GYG2,protein
,UniProtKB,A0A1W2PQ77,GOSR2,Golgi SNAP receptor complex member 2,GOSR2,protein
,UniProtKB,A0A1W2PQ78,HADH,3-hydroxyacyl-CoA dehydrogenase C-terminal domain-containing protein,HADH,protein
,UniProtKB,A0A1W2PQ81,GABRG2,Gamma-aminobutyric acid type A receptor subunit gamma2,GABRG2,protein
,UniProtKB,A0A1W2PQ83,KIR2DS4,Killer cell immunoglobulin-like receptor 2DS4,KIR2DS4,protein
,UniProtKB,A0A1W2PQ84,EPM2A,CBM20 domain-containing protein,EPM2A,protein
,UniProtKB,A0A1W2PQ86,CNTN2,Contactin 2,CNTN2,protein
,UniProtKB,A0A1W2PQ90,A0A1W2PQ90,Zinc-hook domain-containing protein,,protein
,UniProtKB,A0A1W2PQ93,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PQ94,SHISA9,Shisa family member 9,SHISA9,protein
,UniProtKB,A0A1W2PQA0,KCNMA1,Calcium-activated potassium channel subunit alpha-1,KCNMA1,protein
,UniProtKB,A0A1W2PQA1,REST,C2H2-type domain-containing protein,REST,protein
,UniProtKB,A0A1W2PQA2,TMEM182,Transmembrane protein 182,TMEM182,protein
,UniProtKB,A0A1W2PQA6,GABRG2,Gamma-aminobutyric acid type A receptor subunit gamma2,GABRG2,protein
,UniProtKB,A0A1W2PQA7,ELP4,Elongator complex protein 4,ELP4,protein
,UniProtKB,A0A1W2PQA8,PAX6,Paired box 6,PAX6,protein
,UniProtKB,A0A1W2PQA9,PIGN,GPI ethanolamine phosphate transferase 1,PIGN,protein
,UniProtKB,A0A1W2PQB6,MRPL9,Large ribosomal subunit protein bL9m,MRPL9,protein
,UniProtKB,A0A1W2PQB7,SCARB2,Scavenger receptor class B member 2,SCARB2,protein
,UniProtKB,A0A1W2PQB9,CFAP46,Cilia and flagella associated protein 46,CFAP46,protein
,UniProtKB,A0A1W2PQC0,KCNJ10,Potassium channel inwardly rectifying transmembrane domain-containing protein,KCNJ10,protein
,UniProtKB,A0A1W2PQC2,HADH,3-hydroxyacyl-CoA dehydrogenase NAD binding domain-containing protein,HADH,protein
,UniProtKB,A0A1W2PQC8,ZC3H12A,Zinc finger CCCH-type containing 12A,ZC3H12A,protein
,UniProtKB,A0A1W2PQC9,KIR3DL1,Immunoglobulin subtype domain-containing protein,KIR3DL1,protein
,UniProtKB,A0A1W2PQD0,HLA-A,Ig-like domain-containing protein,HLA-A,protein
,UniProtKB,A0A1W2PQD1,DPAGT1,Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,DPAGT1,protein
,UniProtKB,A0A1W2PQD2,ATXN10,Ataxin 10,ATXN10,protein
,UniProtKB,A0A1W2PQD4,HNRNPU,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,protein
,UniProtKB,A0A1W2PQD6,A0A1W2PQD6,UDP-N-acetylglucosamine transporter,,protein
,UniProtKB,A0A1W2PQE0,GOSR2,Golgi SNAP receptor complex member 2,GOSR2,protein
,UniProtKB,A0A1W2PQE2,HLA-B,"HLA class I histocompatibility antigen, B alpha chain",HLA-B,protein
,UniProtKB,A0A1W2PQE4,MED17,Cofactor required for Sp1 transcriptional activation subunit 6,MED17,protein
,UniProtKB,A0A1W2PQE6,A0A1W2PQE6,KRAB domain-containing protein,,protein
,UniProtKB,A0A1W2PQE7,FRMD4A,FERM domain-containing protein,FRMD4A,protein
,UniProtKB,A0A1W2PQE8,STRADA,Protein kinase domain-containing protein,STRADA,protein
,UniProtKB,A0A1W2PQE9,LIAS,Radical SAM core domain-containing protein,LIAS,protein
,UniProtKB,A0A1W2PQF1,STRADA,Protein kinase domain-containing protein,STRADA,protein
,UniProtKB,A0A1W2PQF8,ME2,Malic enzyme,ME2,protein
,UniProtKB,A0A2R8YEQ9,KCNQ1,IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1,KCNQ1,protein
,UniProtKB,A0A2R8YER1,CHD4,DNA helicase,CHD4,protein
,UniProtKB,A0A2R8YER9,TBCE,Tubulin-specific chaperone E,TBCE,protein
,UniProtKB,A0A2R8YES3,SMARCE1,HMG box domain-containing protein,SMARCE1,protein
,UniProtKB,A0A2R8YES7,ERCC3,Helicase ATP-binding domain-containing protein,ERCC3,protein
,UniProtKB,A0A2R8YES9,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,protein
,UniProtKB,A0A2R8YET0,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",DEPDC5,protein
,UniProtKB,A0A2R8YET2,PRRC2C,Protein PRRC2C,PRRC2C,protein
,UniProtKB,A0A2R8YET7,EYA1,Eyes absent homolog,EYA1,protein
,UniProtKB,A0A2R8YEU0,NMNAT3,Cytidyltransferase-like domain-containing protein,NMNAT3,protein
,UniProtKB,A0A2R8YEU4,TPM4,Tropomyosin 4,TPM4,protein
,UniProtKB,A0A2R8YEU8,KIFC2,Kinesin-like protein,KIFC2|hCG_24018,protein
,UniProtKB,A0A2R8YEU9,RNASEH2B,Ribonuclease H2 subunit B,RNASEH2B,protein
,UniProtKB,A0A2R8YEV2,PCDH15,Cadherin domain-containing protein,PCDH15,protein
,UniProtKB,A0A2R8YEW1,CSNK2A1,Protein kinase domain-containing protein,CSNK2A1,protein
,UniProtKB,A0A2R8YEW2,CYSTM1,Cysteine-rich and transmembrane domain-containing protein 1,CYSTM1|ORF1-FL49|hCG_45310,protein
,UniProtKB,A0A2R8YEW3,NOBOX,Homeobox domain-containing protein,NOBOX,protein
,UniProtKB,A0A2R8YEW8,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",DEPDC5,protein
,UniProtKB,A0A2R8YEX0,OSBPL2,Oxysterol-binding protein,OSBPL2,protein
,UniProtKB,A0A2R8YEX4,RALGDS,Ras-associating domain-containing protein,RALGDS,protein
,UniProtKB,A0A2R8YEX5,SLC33A1,Solute carrier family 33 member 1,SLC33A1,protein
,UniProtKB,A0A2R8YEX8,VPS45,Vacuolar protein sorting 45 homolog,VPS45,protein
,UniProtKB,A0A2R8YEY2,SGCE,Dystroglycan-type cadherin-like domain-containing protein,SGCE,protein
,UniProtKB,A0A2R8YEY4,DYRK1A,Dual specificity tyrosine phosphorylation regulated kinase 1A,DYRK1A,protein
,UniProtKB,A0A2R8YEY5,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,protein
,UniProtKB,A0A2R8YEY8,A0A2R8YEY8,Sodium/potassium-transporting ATPase subunit alpha,,protein
,UniProtKB,A0A2R8YEZ3,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",ERCC8,protein
,UniProtKB,A0A2R8YEZ4,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,protein
,UniProtKB,A0A2R8YF01,VPS45,Vacuolar protein sorting 45 homolog,VPS45,protein
,UniProtKB,A0A2R8YF04,OTOGL,Otogelin like,OTOGL,protein
,UniProtKB,A0A2R8YF05,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",ST3GAL3,protein
,UniProtKB,A0A2R8YF08,GPI,Glucose-6-phosphate isomerase,GPI,protein
,UniProtKB,A0A2R8YF24,THRB,Nuclear receptor domain-containing protein,THRB,protein
,UniProtKB,A0A2R8YF28,SNTG1,Syntrophin gamma 1,SNTG1,protein
,UniProtKB,A0A2R8YF29,PANK2,Pantothenate kinase 2,PANK2,protein
,UniProtKB,A0A2R8YF34,GSS,Glutathione synthetase,GSS,protein
,UniProtKB,A0A2R8YF35,ABCB7,ATP binding cassette subfamily B member 7,ABCB7,protein
,UniProtKB,A0A2R8YF43,CSNK2A1,Protein kinase domain-containing protein,CSNK2A1,protein
,UniProtKB,A0A2R8YF47,CSNK2A1,Protein kinase domain-containing protein,CSNK2A1,protein
,UniProtKB,A0A2R8YF49,ARHGEF5,Rho guanine nucleotide exchange factor 5,ARHGEF5,protein
,UniProtKB,A0A2R8YF50,A0A2R8YF50,GATOR complex protein DEPDC5,,protein
,UniProtKB,A0A2R8YF51,SAMHD1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,SAMHD1,protein
,UniProtKB,A0A2R8YF57,SLC33A1,Solute carrier family 33 member 1,SLC33A1,protein
,UniProtKB,A0A2R8YF58,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4,protein
,UniProtKB,A0A2R8YF59,GSR,FAD/NAD(P)-binding domain-containing protein,GSR,protein
,UniProtKB,A0A2R8YF61,CDK13,Protein kinase domain-containing protein,CDK13,protein
,UniProtKB,A0A2R8YF63,ANAPC1,Anaphase-promoting complex subunit 1 C-terminal domain-containing protein,ANAPC1,protein
,UniProtKB,A0A2R8YF65,DPP9,Dipeptidyl peptidase 9,DPP9,protein
,UniProtKB,A0A2R8YF67,CYP2C9,Cytochrome P450 family 2 subfamily C member 9,CYP2C9,protein
,UniProtKB,A0A2R8YF72,MYT1L,Myelin transcription factor 1 domain-containing protein,MYT1L,protein
,UniProtKB,A0A2R8YF73,EYA1,EYA transcriptional coactivator and phosphatase 1,EYA1,protein
,UniProtKB,A0A2R8YF74,SLC6A1,Transporter,SLC6A1,protein
,UniProtKB,A0A2R8YF78,DDX3X,RNA helicase,DDX3X,protein
,UniProtKB,A0A2R8YF80,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4,protein
,UniProtKB,A0A2R8YF87,VPS33A,VPS33A core subunit of CORVET and HOPS complexes,VPS33A,protein
,UniProtKB,A0A2R8YF97,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",DEPDC5,protein
,UniProtKB,A0A2R8YF99,MIGA1,Mitoguardin 1,MIGA1,protein
,UniProtKB,A0A2R8YFA0,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",ST3GAL3,protein
,UniProtKB,A0A2R8YFA1,CERT1,START domain-containing protein,CERT1,protein
,UniProtKB,A0A2R8YFA4,CYP2B6,Cytochrome P450 family 2 subfamily B member 6,CYP2B6,protein
,UniProtKB,A0A2R8YFA5,SGCE,Dystroglycan-type cadherin-like domain-containing protein,SGCE,protein
,UniProtKB,A0A2R8YFB3,ABCC8,ABC transmembrane type-1 domain-containing protein,ABCC8,protein
,UniProtKB,A0A2R8YFB7,TBCEL-TECTA,NIDO domain-containing protein,TBCEL-TECTA,protein
,UniProtKB,A0A2R8YFB8,RAB15,"RAB15, member RAS oncogene family",RAB15,protein
,UniProtKB,A0A2R8YFB9,SLC29A1,Solute carrier family 29 member 1 (Augustine blood group),SLC29A1,protein
,UniProtKB,A0A2R8YFC5,SLC19A3,Solute carrier family 19 member 3,SLC19A3,protein
,UniProtKB,A0A2R8YFC8,SMARCE1,HMG box domain-containing protein,SMARCE1,protein
,UniProtKB,A0A2R8YFC9,SPAST,MIT domain-containing protein,SPAST,protein
,UniProtKB,A0A2R8YFD1,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",OPA1,protein
,UniProtKB,A0A2R8YFD4,CBLB,E3 ubiquitin-protein ligase CBL,CBLB,protein
,UniProtKB,A0A2R8YFD8,CHD4,DNA helicase,CHD4,protein
,UniProtKB,A0A2R8YFD9,SLC4A11,Bicarbonate transporter-like transmembrane domain-containing protein,SLC4A11,protein
,UniProtKB,A0A2R8YFE3,SLC1A2,Amino acid transporter,SLC1A2,protein
,UniProtKB,A0A2R8YFF1,A0A2R8YFF1,Angiogenic factor with G patch and FHA domains 1,,protein
,UniProtKB,A0A2R8YFF4,SPG7,AAA+ ATPase domain-containing protein,SPG7,protein
,UniProtKB,A0A2R8YFF5,SNTG1,Syntrophin gamma 1,SNTG1,protein
,UniProtKB,A0A2R8YFG2,NMNAT3,Nicotinamide-nucleotide adenylyltransferase,NMNAT3,protein
,UniProtKB,A0A2R8YFH0,MSH2,DNA mismatch repair protein,MSH2,protein
,UniProtKB,A0A2R8YFH5,SEC23B,Protein transport protein SEC23,SEC23B,protein
,UniProtKB,A0A2R8YFH6,RPS10,Plectin/S10 N-terminal domain-containing protein,RPS10,protein
,UniProtKB,A0A2R8YFI0,SLC6A1,Transporter,SLC6A1,protein
,UniProtKB,A0A2R8YFI2,CERT1,Sesquipedalian,CERT1,protein
,UniProtKB,A0A0B4J223,B9D1,B9 domain containing 1,B9D1,protein
,UniProtKB,A0A0B4J224,ZSCAN9,SCAN box domain-containing protein,ZSCAN9,protein
,UniProtKB,A0A0B4J225,TXNRD1,FAD/NAD(P)-binding domain-containing protein,TXNRD1,protein
,UniProtKB,A0A0B4J229,ADAMTS13,Peptidase M12B domain-containing protein,ADAMTS13,protein
,UniProtKB,A0A0B4J230,ATP5IF1,ATP synthase F1 subunit epsilon,ATP5IF1,protein
,UniProtKB,A0A0B4J233,RBP5,Lipocalin/cytosolic fatty-acid binding domain-containing protein,RBP5,protein
,UniProtKB,A0A0B4J236,MVK,GHMP kinase C-terminal domain-containing protein,MVK|hCG_40321,protein
,UniProtKB,A0A0B4J239,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1,protein
,UniProtKB,A0A0B4J250,DAO,FAD dependent oxidoreductase domain-containing protein,DAO,protein
,UniProtKB,A0A0B4J252,SLC8B1,Sodium/calcium exchanger membrane region domain-containing protein,SLC8B1,protein
,UniProtKB,A0A0B4J253,TMTC2,dolichyl-phosphate-mannose--protein mannosyltransferase,TMTC2|hCG_1730330,protein
,UniProtKB,A0A0B4J254,SNRPF,Sm domain-containing protein,SNRPF,protein
,UniProtKB,A0A0B4J255,YAF2,RanBP2-type domain-containing protein,YAF2,protein
,UniProtKB,A0A0B4J256,DRAM1,DNA damage regulated autophagy modulator 1,DRAM1,protein
,UniProtKB,A0A0B4J257,DAO,FAD dependent oxidoreductase domain-containing protein,DAO,protein
,UniProtKB,A0A0B4J259,LYZ,Lysozyme,LYZ,protein
,UniProtKB,A0A0B4J260,PAWR,Pro-apoptotic WT1 regulator,PAWR,protein
,UniProtKB,A0A0B4J269,A0A0B4J269,G-protein coupled receptors family 1 profile domain-containing protein,,protein
,UniProtKB,A0A0B4J270,IFI27L2,Interferon alpha-inducible protein 27-like protein 2,IFI27L2|FAM14A|hCG_22340,protein
,UniProtKB,A0A0B4J278,SERPINA1,Serpin domain-containing protein,SERPINA1,protein
,UniProtKB,A0A0B4J281,GMPR2,IMP dehydrogenase/GMP reductase domain-containing protein,GMPR2,protein
,UniProtKB,A0A0B4J286,TRAPPC2L,Trafficking protein particle complex subunit 2-like protein,TRAPPC2L,protein
,UniProtKB,A0A0B4J287,COMMD4,COMM domain-containing protein,COMMD4,protein
,UniProtKB,A0A0B4J288,CDH16,Cadherin domain-containing protein,CDH16,protein
,UniProtKB,A0A0B4J289,NOX5,Ferric oxidoreductase domain-containing protein,NOX5,protein
,UniProtKB,A0A0B4J290,YPEL3,Protein yippee-like,YPEL3|YPEL,protein
,UniProtKB,A0A0B4J291,CDYL2,Chromo domain-containing protein,CDYL2,protein
,UniProtKB,A0A0B4J292,TTBK2,Protein kinase domain-containing protein,TTBK2,protein
,UniProtKB,A0A0B4J293,A0A0B4J293,RNF31 protein,,protein
,UniProtKB,A0A0B4J294,TRAPPC2L,Trafficking protein particle complex subunit 2-like protein,TRAPPC2L,protein
,UniProtKB,A0A0B4J295,BOLA2-SMG1P6,BOLA2-SMG1P6 readthrough,BOLA2-SMG1P6,protein
,UniProtKB,A0A0B4J296,ELOB,Ubiquitin-like domain-containing protein,ELOB,protein
,UniProtKB,A0A0B4J297,NAA38,Sm domain-containing protein,NAA38,protein
,UniProtKB,A0A0B4J2A0,A0A0B4J2A0,Carbohydrate kinase FGGY N-terminal domain-containing protein,,protein
,UniProtKB,A0A0B4J2A3,PPP1R14A,Protein phosphatase 1 regulatory subunit 14,PPP1R14A,protein
,UniProtKB,A0A0B4J2A4,ACAA2,Acetyl-CoA acyltransferase 2,ACAA2,protein
,UniProtKB,A0A0B4J2A6,NKG7,Natural killer cell granule protein 7,NKG7|hCG_91952,protein
,UniProtKB,A0A0B4J2A7,PTGIR,G-protein coupled receptors family 1 profile domain-containing protein,PTGIR|hCG_1777582,protein
,UniProtKB,A0A0B4J2A9,TMIGD2,Transmembrane and immunoglobulin domain containing 2,TMIGD2,protein
,UniProtKB,A0A0B4J2B1,PIK3C3,PI3K/PI4K catalytic domain-containing protein,PIK3C3,protein
,UniProtKB,A0A0B4J2B2,ZNF766,KRAB domain-containing protein,ZNF766|LOC90321|hCG_1811957,protein
,UniProtKB,A0A0B4J2B4,RPS15,40S ribosomal protein S15,RPS15|hCG_21570,protein
,UniProtKB,A0A0B4J2B9,TUBE1,Tubulin/FtsZ GTPase domain-containing protein,TUBE1,protein
,UniProtKB,A0A0B4J2C1,MRPL51,Large ribosomal subunit protein mL51,MRPL51,protein
,UniProtKB,A0A0B4J2C2,DLGAP4,"Discs, large (Drosophila) homolog-associated protein 4, isoform CRA_b",DLGAP4|hCG_2020065,protein
,UniProtKB,A0A0B4J2C3,TPT1,TCTP domain-containing protein,TPT1|hCG_32792,protein
,UniProtKB,A0A0B4J2D1,TMEM255B,Transmembrane protein 255B,TMEM255B,protein
,UniProtKB,A0A0B4J2E2,CCL15-CCL14,C-C motif chemokine,CCL15-CCL14,protein
,UniProtKB,A0A0B4J2E3,ZNG1F,CobW/HypB/UreG nucleotide-binding domain-containing protein,ZNG1F|ZNG1C,protein
,UniProtKB,A0A0B4J2E9,MS4A2,Membrane spanning 4-domains A2,MS4A2,protein
,UniProtKB,A0A0B4J2F1,ZNG1F,CobW C-terminal domain-containing protein,ZNG1F,protein
,UniProtKB,A0A0B4J2F3,FOXP1,Fork-head domain-containing protein,FOXP1,protein
,UniProtKB,A0A0B4J2F8,POLR2J3,DNA-directed RNA polymerase RBP11-like dimerisation domain-containing protein,POLR2J3,protein
,UniProtKB,A0A0B4J2G0,ZNF107,Zinc finger protein 107,ZNF107,protein
,UniProtKB,A0A0B4J2G5,CCL14,Chemokine interleukin-8-like domain-containing protein,CCL14,protein
,UniProtKB,A0A0C3SFZ7,MECOM,C2H2-type domain-containing protein,MECOM,protein
,UniProtKB,A0A0C3SFZ9,FCHO1,"FCH domain only 1, isoform CRA_b",FCHO1|hCG_2000568,protein
,UniProtKB,A0A0C4DFL8,KDM4B,[histone H3]-trimethyl-L-lysine(9) demethylase,KDM4B,protein
,UniProtKB,A0A0C4DFM0,GSTZ1,maleylacetoacetate isomerase,GSTZ1|hCG_22265,protein
,UniProtKB,A0A0C4DFM1,TM9SF4,Transmembrane 9 superfamily member,TM9SF4|hCG_38809,protein
,UniProtKB,A0A0C4DFM5,MYOT,Ig-like domain-containing protein,MYOT|hCG_39937,protein
,UniProtKB,A0A0C4DFM7,TUT4,RNA uridylyltransferase,TUT4,protein
,UniProtKB,A0A0C4DFM9,TRAF4,TNF receptor associated factor 4,TRAF4,protein
,UniProtKB,A0A0C4DFN0,ZSCAN25,Zinc finger and SCAN domain containing 25,ZSCAN25,protein
,UniProtKB,A0A0C4DFN2,GCKR,SIS domain-containing protein,GCKR|hCG_21226,protein
,UniProtKB,A0A0C4DFN3,MGLL,Serine aminopeptidase S33 domain-containing protein,MGLL,protein
,UniProtKB,A0A0C4DFN5,TCTN3,Tectonic domain-containing protein,TCTN3|C10orf61|hCG_39491,protein
,UniProtKB,A0A0C4DFN8,FDXR,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,protein
,UniProtKB,A0A0C4DFN9,CYP4A22,Cytochrome P450 family 4 subfamily A member 22,CYP4A22,protein
,UniProtKB,A0A0C4DFP2,OR1L6,G-protein coupled receptors family 1 profile domain-containing protein,OR1L6,protein
,UniProtKB,A0A0C4DFP4,NGLY1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,NGLY1,protein
