DS_ID,DATASOURCE,UNIPROT_ID,GENE_SYMBOL,GENE_NAME,GENE_SYNONYMS,BIOMOLECULE_TYPE
,UniProtKB,A0A6Q8PGW3,ELP1,Elongator complex protein 1,ELP1,protein
,UniProtKB,A0A6Q8PGW4,GARS1,glycine--tRNA ligase,GARS1,protein
,UniProtKB,A0A6Q8PGW5,FIG4,SAC domain-containing protein,FIG4,protein
,UniProtKB,A0A6Q8PGW7,GPSM2,G protein signaling modulator 2,GPSM2,protein
,UniProtKB,A0A6Q8PGW9,TRIM2,RING-type domain-containing protein,TRIM2,protein
,UniProtKB,A0A6Q8PGX1,LRRC63,Leucine rich repeat containing 63,LRRC63,protein
,UniProtKB,A0A6Q8PGX2,IGHMBP2,Immunoglobulin mu DNA binding protein 2,IGHMBP2,protein
,UniProtKB,A0A6Q8PGX3,MUC2,VWFD domain-containing protein,MUC2,protein
,UniProtKB,A0A6Q8PGX4,INF2,GBD/FH3 domain-containing protein,INF2,protein
,UniProtKB,A0A6Q8PGX7,NALCN,Ion transport domain-containing protein,NALCN,protein
,UniProtKB,A0A6Q8PGX9,PRPS1,Phosphoribosyl pyrophosphate synthetase 1,PRPS1,protein
,UniProtKB,A0A6Q8PGY1,ATF4,Cyclic AMP-dependent transcription factor ATF-4,ATF4,protein
,UniProtKB,A0A6Q8PGY2,HSPB1,SHSP domain-containing protein,HSPB1,protein
,UniProtKB,A0A6Q8PGY3,SCN11A,Sodium voltage-gated channel alpha subunit 11,SCN11A,protein
,UniProtKB,A0A6Q8PGY4,FIG4,SAC domain-containing protein,FIG4,protein
,UniProtKB,A0A6Q8PGY5,SLC9A6,Cation/H+ exchanger domain-containing protein,SLC9A6,protein
,UniProtKB,A0A6Q8PGY6,SCN11A,Sodium voltage-gated channel alpha subunit 11,SCN11A,protein
,UniProtKB,A0A6Q8PGY7,FIG4,SAC domain-containing protein,FIG4,protein
,UniProtKB,A0A6Q8PGY8,INF2,Inverted formin 2,INF2,protein
,UniProtKB,A0A6Q8PGZ0,TRIM2,Zinc finger RING-type eukaryotic domain-containing protein,TRIM2,protein
,UniProtKB,A0A6Q8PGZ3,CCND2,Cyclin N-terminal domain-containing protein,CCND2,protein
,UniProtKB,A0A6Q8PGZ8,GARS1,Glycine--tRNA ligase,GARS1,protein
,UniProtKB,A0A6Q8PGZ9,GARS1,WHEP-TRS domain-containing protein,GARS1,protein
,UniProtKB,A0A6Q8PH00,GLI2,GLI family zinc finger 2,GLI2,protein
,UniProtKB,A0A6Q8PH01,PRDM12,PR domain zinc finger protein 12,PRDM12,protein
,UniProtKB,A0A6Q8PH04,PLCE1,Phosphoinositide phospholipase C,PLCE1,protein
,UniProtKB,A0A6Q8PH06,A0A6Q8PH06,RING-type E3 ubiquitin transferase,,protein
,UniProtKB,A0A6Q8PH09,FANCI,FA complementation group I,FANCI,protein
,UniProtKB,A0A6Q8PH13,SBF2,SET binding factor 2,SBF2,protein
,UniProtKB,A0A6Q8PH17,NKAIN3,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein,NKAIN3,protein
,UniProtKB,A0A6Q8PH18,DISP1,Dispatched RND transporter family member 1,DISP1,protein
,UniProtKB,A0A6Q8PH19,REST,C2H2-type domain-containing protein,REST,protein
,UniProtKB,A0A6Q8PH20,CAST,Calpastatin,CAST,protein
,UniProtKB,A0A6Q8PH21,SLC12A6,Solute carrier family 12 member 6,SLC12A6,protein
,UniProtKB,A0A6Q8PH23,A0A6Q8PH23,Serine/threonine-protein phosphatase 2A activator,,protein
,UniProtKB,A0A6Q8PH24,CEP290,Centrosomal protein of 290kDa coiled-coil region domain-containing protein,CEP290,protein
,UniProtKB,A0A6Q8PH25,INF2,Inverted formin 2,INF2,protein
,UniProtKB,A0A6Q8PH27,TFG,PB1 domain-containing protein,TFG,protein
,UniProtKB,A0A6Q8PH28,LCOR,Ligand dependent nuclear receptor corepressor,LCOR,protein
,UniProtKB,A0A6Q8PH30,MAK,Protein kinase domain-containing protein,MAK,protein
,UniProtKB,A0A6Q8PH31,HNRNPR,RRM domain-containing protein,HNRNPR,protein
,UniProtKB,A0A6Q8PH35,HNRNPR,RRM domain-containing protein,HNRNPR,protein
,UniProtKB,A0A6Q8PH36,ELP1,IkappaB kinase complex-associated protein,ELP1,protein
,UniProtKB,A0A6Q8PH37,INPP5E,Inositol polyphosphate-5-phosphatase E,INPP5E,protein
,UniProtKB,A0A6Q8PH39,TRIM2,RING-type E3 ubiquitin transferase,TRIM2,protein
,UniProtKB,A0A6Q8PH40,ZMPSTE24,CAAX prenyl protease 1 N-terminal domain-containing protein,ZMPSTE24,protein
,UniProtKB,A0A6Q8PH43,PTBP2,RRM domain-containing protein,PTBP2,protein
,UniProtKB,A0A6Q8PH44,AARS1,alanine--tRNA ligase,AARS1|AARS,protein
,UniProtKB,A0A6Q8PH45,KIFBP,KIF-binding protein,KIFBP,protein
,UniProtKB,A0A6Q8PH47,XKR8,XK-related protein,XKR8|hCG_1818011,protein
,UniProtKB,A0A6Q8PH48,ELP1,Elongator complex protein 1,ELP1,protein
,UniProtKB,A0A6Q8PH49,GARS1,Glycine--tRNA ligase,GARS1,protein
,UniProtKB,A0A6Q8PH52,INF2,Inverted formin 2,INF2,protein
,UniProtKB,A0A6Q8PH54,SIPA1L2,Signal induced proliferation associated 1 like 2,SIPA1L2,protein
,UniProtKB,A0A2R8YDT7,NLGN4Y,Neuroligin 4 Y-linked,NLGN4Y,protein
,UniProtKB,A0A2R8YDT8,HSD17B4,Hydroxysteroid 17-beta dehydrogenase 4,HSD17B4,protein
,UniProtKB,A0A2R8YDU3,COL11A1,Laminin G domain-containing protein,COL11A1,protein
,UniProtKB,A0A2R8YDU7,OSBPL2,Oxysterol-binding protein,OSBPL2,protein
,UniProtKB,A0A2R8YDU8,TSEN15,tRNA-splicing endonuclease subunit Sen15 domain-containing protein,TSEN15,protein
,UniProtKB,A0A2R8YDV1,KCNQ1,Potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein
,UniProtKB,A0A2R8YDV4,AQP3,Aquaporin-3,AQP3,protein
,UniProtKB,A0A2R8YDV6,SNTG1,Syntrophin gamma 1,SNTG1,protein
,UniProtKB,A0A2R8YDV8,FANCB,FA complementation group B,FANCB,protein
,UniProtKB,A0A2R8YDW2,CHD4,Chromodomain helicase DNA binding protein 4,CHD4,protein
,UniProtKB,A0A2R8YDW4,CBLB,E3 ubiquitin-protein ligase CBL,CBLB,protein
,UniProtKB,A0A2R8YDX3,ABCC8,ABC transmembrane type-1 domain-containing protein,ABCC8,protein
,UniProtKB,A0A2R8YDY1,TPP1,Tripeptidyl peptidase 1,TPP1,protein
,UniProtKB,A0A2R8YDY7,CSNK2A1,Protein kinase domain-containing protein,CSNK2A1,protein
,UniProtKB,A0A2R8YDZ2,TSC2,Rap-GAP domain-containing protein,TSC2,protein
,UniProtKB,A0A2R8YDZ5,SGCE,Sarcoglycan epsilon,SGCE,protein
,UniProtKB,A0A2R8YDZ8,TMIE,Transmembrane inner ear,TMIE,protein
,UniProtKB,A0A2R8YE05,TPM4,Tropomyosin 4,TPM4,protein
,UniProtKB,A0A2R8YE08,NMNAT3,Cytidyltransferase-like domain-containing protein,NMNAT3,protein
,UniProtKB,A0A2R8YE10,VPS45,Vacuolar protein sorting 45 homolog,VPS45,protein
,UniProtKB,A0A2R8YE13,MPL,"MPL proto-oncogene, thrombopoietin receptor",MPL,protein
,UniProtKB,A0A2R8YE16,SGCE,Dystroglycan-type cadherin-like domain-containing protein,SGCE,protein
,UniProtKB,A0A2R8YE18,CERT1,Ceramide transporter 1,CERT1,protein
,UniProtKB,A0A2R8YE23,DSE,Dermatan sulfate epimerase,DSE,protein
,UniProtKB,A0A2R8YE27,CNKSR2,PH domain-containing protein,CNKSR2,protein
,UniProtKB,A0A2R8YE38,CHD4,Chromodomain helicase DNA binding protein 4,CHD4,protein
,UniProtKB,A0A2R8YE40,MIGA1,Mitoguardin 1,MIGA1,protein
,UniProtKB,A0A2R8YE42,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",ST3GAL3,protein
,UniProtKB,A0A2R8YE46,ATP6V0A4,V-type proton ATPase subunit a,ATP6V0A4,protein
,UniProtKB,A0A2R8YE48,SGCE,Dystroglycan-type cadherin-like domain-containing protein,SGCE,protein
,UniProtKB,A0A2R8YE54,OPA1,Dynamin-type G domain-containing protein,OPA1,protein
,UniProtKB,A0A2R8YE59,CERT1,START domain-containing protein,CERT1,protein
,UniProtKB,A0A2R8YE60,RNASEH2B,Ribonuclease H2 subunit B,RNASEH2B,protein
,UniProtKB,A0A2R8YE63,EPS8,SH3 domain-containing protein,EPS8,protein
,UniProtKB,A0A2R8YE64,TPP1,Peptidase S53 activation domain-containing protein,TPP1,protein
,UniProtKB,A0A2R8YE71,CNKSR2,PH domain-containing protein,CNKSR2,protein
,UniProtKB,A0A2R8YE73,A0A2R8YE73,Fibronectin type-III domain-containing protein,,protein
,UniProtKB,A0A2R8YE75,HECW2,HECT-type E3 ubiquitin transferase,HECW2,protein
,UniProtKB,A0A2R8YE77,CASK,"Calcium/calmodulin-dependent serine protein kinase (MAGUK family), isoform CRA_c",CASK|hCG_1987160,protein
,UniProtKB,A0A2R8YE78,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",OPA1,protein
,UniProtKB,A0A2R8YE79,MANBA,Mannosidase beta,MANBA,protein
,UniProtKB,A0A2R8YE81,PTPRC,Protein tyrosine phosphatase receptor type N-terminal domain-containing protein,PTPRC,protein
,UniProtKB,A0A2R8YE82,TBCE,Tubulin-specific chaperone E,TBCE,protein
,UniProtKB,A0A2R8YE85,SLC25A38,Solute carrier family 25 member 38,SLC25A38,protein
,UniProtKB,A0A2R8YE90,RALGDS,Ras-GEF domain-containing protein,RALGDS,protein
,UniProtKB,A0A2R8YE92,SMCHD1,Structural maintenance of chromosomes flexible hinge domain containing 1,SMCHD1,protein
,UniProtKB,A0A2R8YE99,SGCE,Dystroglycan-type cadherin-like domain-containing protein,SGCE,protein
,UniProtKB,A0A2R8YEA0,SPAST,ATPase AAA-type core domain-containing protein,SPAST,protein
,UniProtKB,A0A2R8YEA4,CERT1,Sesquipedalian,CERT1,protein
,UniProtKB,A0A2R8YEB4,RNASEH2B,Ribonuclease H2 subunit B,RNASEH2B,protein
,UniProtKB,A0A2R8YEB7,CDK13,Protein kinase domain-containing protein,CDK13,protein
,UniProtKB,A0A2R8YEB8,SMARCE1,HMG box domain-containing protein,SMARCE1,protein
,UniProtKB,A0A2R8YEC1,RNASEH2B,Ribonuclease H2 subunit B,RNASEH2B,protein
,UniProtKB,A0A2R8YEC9,MANBA,Beta-mannosidase,MANBA,protein
,UniProtKB,A0A2R8YED2,RFX8,RFX-type winged-helix domain-containing protein,RFX8,protein
,UniProtKB,A0A2R8YED7,CNKSR2,Connector enhancer of kinase suppressor of Ras 2,CNKSR2,protein
,UniProtKB,A0A2R8YEE0,RIPOR2,FAM65 N-terminal domain-containing protein,RIPOR2,protein
,UniProtKB,A0A2R8YEE5,ABCC8,ATP binding cassette subfamily C member 8,ABCC8,protein
,UniProtKB,A0A2R8YEF0,SLC6A1,Transporter,SLC6A1,protein
,UniProtKB,A0A2R8YEF5,CLPP,Endopeptidase Clp,CLPP,protein
,UniProtKB,A0A2R8YEF7,SNTG1,PH domain-containing protein,SNTG1,protein
,UniProtKB,A0A2R8YEF8,DIAPH1,GBD/FH3 domain-containing protein,DIAPH1,protein
,UniProtKB,A0A2R8YEG5,ENO1,Enolase N-terminal domain-containing protein,ENO1,protein
,UniProtKB,A0A2R8YEH1,RHAG,Ammonium transporter AmtB-like domain-containing protein,RHAG,protein
,UniProtKB,A0A2R8YEH2,RNASEH2B,Ribonuclease H2 subunit B,RNASEH2B,protein
,UniProtKB,A0A2R8YEH4,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin",SPG7,protein
,UniProtKB,A0A2R8YEH8,SLC29A1,Solute carrier family 29 member 1 (Augustine blood group),SLC29A1,protein
,UniProtKB,A0A2R8YEI8,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",DEPDC5,protein
,UniProtKB,A0A2R8YEJ7,CASK,Protein kinase domain-containing protein,CASK,protein
,UniProtKB,A0A2R8YEJ8,TSC2,Tuberin N-terminal domain-containing protein,TSC2,protein
,UniProtKB,A0A2R8YEK2,A0A2R8YEK2,"Frataxin, mitochondrial",,protein
,UniProtKB,A0A2R8YEK3,CASK,Calcium/calmodulin dependent serine protein kinase,CASK,protein
,UniProtKB,A0A2R8YEK5,RNASEH2B,Rnh202 triple barrel domain-containing protein,RNASEH2B,protein
,UniProtKB,A0A2R8YEK7,CDC14A,Cell division cycle 14A,CDC14A,protein
,UniProtKB,A0A2R8YEK8,CERT1,Ceramide transfer protein,CERT1,protein
,UniProtKB,A0A2R8YEL0,AGPS,Alkylglycerone-phosphate synthase,AGPS,protein
,UniProtKB,A0A2R8YEL6,GCLC,Glutamate--cysteine ligase,GCLC,protein
,UniProtKB,A0A2R8YEL7,CSNK2A1,Protein kinase domain-containing protein,CSNK2A1,protein
,UniProtKB,A0A2R8YEM1,CDH23,Cadherin domain-containing protein,CDH23,protein
,UniProtKB,A0A2R8YEM2,CCNH,Cyclin-H,CCNH,protein
,UniProtKB,A0A2R8YEM3,RPL15,Ribosomal protein L15,RPL15,protein
,UniProtKB,A0A2R8YEM5,ENO1,phosphopyruvate hydratase,ENO1,protein
,UniProtKB,A0A2R8YEP3,VWDE,EGF-like domain-containing protein,VWDE,protein
,UniProtKB,A0A2R8YEP4,BLVRB,NAD(P)-binding domain-containing protein,BLVRB,protein
,UniProtKB,A0A2R8YEQ5,NEXMIF,DUF4683 domain-containing protein,NEXMIF,protein
,UniProtKB,A0A0A6YYB9,TVP23C-CDRT4,Golgi apparatus membrane protein TVP23 homolog,TVP23C-CDRT4,protein
,UniProtKB,A0A0A6YYC0,RPS6KA4,non-specific serine/threonine protein kinase,RPS6KA4,protein
,UniProtKB,A0A0A6YYD6,PPP2R2D,Protein phosphatase 2 regulatory subunit Bdelta,PPP2R2D,protein
,UniProtKB,A0A0A6YYF2,LAMA3,"HCG1811249, isoform CRA_e",LAMA3|hCG_1811249,protein
,UniProtKB,A0A0A6YYF8,ARHGEF9,Rho guanine nucleotide exchange factor 9,ARHGEF9,protein
,UniProtKB,A0A0A6YYG5,STON1-GTF2A1L,Protein STON1-GTF2A1L,STON1-GTF2A1L,protein
,UniProtKB,A0A0A6YYG7,NCAPH2,Condensin-2 complex subunit H2,NCAPH2,protein
,UniProtKB,A0A0A6YYG8,RBAK-RBAKDN,KRAB domain-containing protein,RBAK-RBAKDN,protein
,UniProtKB,A0A0A6YYG9,ARPC4-TTLL3,Protein ARPC4-TTLL3,ARPC4-TTLL3,protein
,UniProtKB,A0A0A6YYH1,C15orf38-AP3S2,Arpin,C15orf38-AP3S2,protein
,UniProtKB,A0A0A6YYH9,CBWD5,CobW C-terminal domain-containing protein,CBWD5,protein
,UniProtKB,A0A0A6YYI3,PPAN-P2RY11,Brix domain-containing protein,PPAN-P2RY11,protein
,UniProtKB,A0A0A6YYI5,VGLL4,Vestigial like family member 4,VGLL4|hCG_1777277,protein
,UniProtKB,A0A0A6YYI9,RBM14-RBM4,RRM domain-containing protein,RBM14-RBM4,protein
,UniProtKB,A0A0A6YYJ0,MSANTD3-TMEFF1,Protein MSANTD3-TMEFF1,MSANTD3-TMEFF1,protein
,UniProtKB,A0A0A6YYJ5,MACF1,Microtubule actin crosslinking factor 1,MACF1,protein
,UniProtKB,A0A0A6YYJ8,LUC7L2,Putative RNA-binding protein Luc7-like 2,LUC7L2,protein
,UniProtKB,A0A0A6YYJ9,A0A0A6YYJ9,Solute carrier organic anion transporter family member,,protein
,UniProtKB,A0A0A6YYK5,A0A0A6YYK5,Uncharacterized protein,,protein
,UniProtKB,A0A0A6YYL0,TGIF2-C20orf24,Homeobox KN domain-containing protein,TGIF2-C20orf24,protein
,UniProtKB,A0A0A6YYL1,ST20-MTHFS,5-formyltetrahydrofolate cyclo-ligase,ST20-MTHFS,protein
,UniProtKB,A0A0A6YYL2,SULT1A4,Sulfotransferase,SULT1A4,protein
,UniProtKB,A0A0A6YYL5,FXYD6-FXYD2,FXYD domain-containing ion transport regulator,FXYD6-FXYD2,protein
,UniProtKB,A0A0A6YYL6,RPL17-C18orf32,Large ribosomal subunit protein uL22,RPL17-C18orf32,protein
,UniProtKB,A0A0A6YYN8,SLC25A22,Solute carrier family 25 member 22,SLC25A22,protein
,UniProtKB,A0A0A8KB88,MDM2,DM2 domain-containing protein,MDM2,protein
,UniProtKB,A0A0A8KBA1,MDM2,DM2 domain-containing protein,MDM2,protein
,UniProtKB,A0A0B4J1R0,CSHL1,Chorionic somatomammotropin hormone like 1,CSHL1,protein
,UniProtKB,A0A0B4J1R1,MYC,Transcription regulator Myc N-terminal domain-containing protein,MYC|hCG_15917,protein
,UniProtKB,A0A0B4J1R2,ACSS3,propionate--CoA ligase,ACSS3|FLJ21963|hCG_23730,protein
,UniProtKB,A0A0B4J1R4,HPD,4-hydroxyphenylpyruvate dioxygenase,HPD,protein
,UniProtKB,A0A0B4J1R7,BORCS7-ASMT,BLOC-1-related complex subunit 7,BORCS7-ASMT,protein
,UniProtKB,A0A0B4J1R8,CCDC174,Coiled-coil domain containing 174,CCDC174,protein
,UniProtKB,A0A0B4J1R9,SYCE1,Synaptonemal complex central element protein 1,SYCE1,protein
,UniProtKB,A0A0B4J1S0,OR1L1,Olfactory receptor,OR1L1,protein
,UniProtKB,A0A0B4J1S1,CIITA,NACHT domain-containing protein,CIITA,protein
,UniProtKB,A0A0B4J1S2,FCAMR,Ig-like domain-containing protein,FCAMR,protein
,UniProtKB,A0A0B4J1S3,BIRC5,Baculoviral IAP repeat containing 5,BIRC5,protein
,UniProtKB,A0A0B4J1S6,KIR2DL4,Immunoglobulin subtype domain-containing protein,KIR2DL4,protein
,UniProtKB,A0A0B4J1S7,PTPN22,protein-tyrosine-phosphatase,PTPN22,protein
,UniProtKB,A0A0B4J1S8,PI4KB,Phosphatidylinositol 4-kinase beta,PI4KB,protein
,UniProtKB,A0A0B4J1S9,SCML4,SAM domain-containing protein,SCML4,protein
,UniProtKB,A0A0B4J1T5,CARD6,CARD domain-containing protein,CARD6,protein
,UniProtKB,A0A0B4J1T6,ZNG1A,CobW/HypB/UreG nucleotide-binding domain-containing protein,ZNG1A,protein
,UniProtKB,A0A0B4J1T8,EPHA6,receptor protein-tyrosine kinase,EPHA6,protein
,UniProtKB,A0A0B4J1V8,PPAN-P2RY11,PPAN-P2RY11 readthrough,PPAN-P2RY11|hCG_2039996,protein
,UniProtKB,A0A0B4J1V9,HELLS,"Helicase, lymphoid specific",HELLS|hCG_39170,protein
,UniProtKB,A0A0B4J1W0,MED24,Mediator of RNA polymerase II transcription subunit 24,MED24|THRAP4|hCG_30017,protein
,UniProtKB,A0A0B4J1W1,LILRB1,Ig-like domain-containing protein,LILRB1,protein
,UniProtKB,A0A0B4J1W3,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,protein
,UniProtKB,A0A0B4J1W4,CEACAM21,Ig-like domain-containing protein,CEACAM21,protein
,UniProtKB,A0A0B4J1W8,ALKAL2,ALK and LTK ligand 2,ALKAL2,protein
,UniProtKB,A0A0B4J1W9,RAF1,RBD domain-containing protein,RAF1,protein
,UniProtKB,A0A0B4J1X2,CACNA1G,Ion transport domain-containing protein,CACNA1G,protein
,UniProtKB,A0A0B4J1X3,KLK3,Peptidase S1 domain-containing protein,KLK3|hCG_22929,protein
,UniProtKB,A0A0B4J1X4,ARMCX2,Armadillo repeat containing X-linked 2,ARMCX2,protein
,UniProtKB,A0A0B4J1Y0,ZNF334,Zinc finger protein 334,ZNF334|hCG_40020,protein
,UniProtKB,A0A0B4J1Y2,TTC21A,Tetratricopeptide repeat domain 21A,TTC21A,protein
,UniProtKB,A0A0B4J1Y3,GJA5,Gap junction protein,GJA5,protein
,UniProtKB,A0A0B4J1Y4,GGCT,gamma-glutamylcyclotransferase,GGCT,protein
,UniProtKB,A0A0B4J1Y7,EIF6,Eukaryotic translation initiation factor 6,EIF6,protein
,UniProtKB,A0A0B4J1Z0,COBLL1,Cordon-bleu ubiquitin-like domain-containing protein,COBLL1|hCG_39012,protein
,UniProtKB,A0A0B4J1Z1,SRSF7,"Splicing factor, arginine/serine-rich 7, 35kDa, isoform CRA_a",SRSF7|SFRS7|hCG_15878,protein
,UniProtKB,A0A0B4J1Z5,GTF2A2,Transcription initiation factor IIA gamma chain,GTF2A2,protein
,UniProtKB,A0A0B4J1Z8,POLR2J3,RNA polymerase II subunit J3,POLR2J3,protein
,UniProtKB,A0A0B4J202,NMU,Neuromedin U C-terminal domain-containing protein,NMU,protein
,UniProtKB,A0A0B4J203,A0A0B4J203,Pre-mRNA 3'-end-processing factor FIP1,,protein
,UniProtKB,A0A0B4J204,PTGER3,Prostaglandin E2 receptor EP3 subtype,PTGER3,protein
,UniProtKB,A0A0B4J205,HTR3A,Neurotransmitter-gated ion-channel ligand-binding domain-containing protein,HTR3A,protein
,UniProtKB,A0A0B4J206,MARCHF6,Membrane associated ring-CH-type finger 6,MARCHF6,protein
,UniProtKB,A0A0B4J207,PRPS1L1,ribose-phosphate diphosphokinase,PRPS1L1,protein
,UniProtKB,A0A0B4J209,LNX1,RING-type domain-containing protein,LNX1,protein
,UniProtKB,A0A0B4J210,LARP1,HTH La-type RNA-binding domain-containing protein,LARP1,protein
,UniProtKB,A0A0B4J211,ATAD2,Bromo domain-containing protein,ATAD2,protein
,UniProtKB,A0A0B4J212,CIBAR1,CBY1 interacting BAR domain containing 1,CIBAR1,protein
,UniProtKB,A0A0B4J213,RPL30,Large ribosomal subunit protein eL30,RPL30,protein
,UniProtKB,A0A0B4J214,TRDMT1,TRDMT1,TRDMT1,protein
,UniProtKB,A0A0B4J215,NIN,Ninein,NIN,protein
,UniProtKB,A0A0B4J216,NADSYN1,NAD/GMP synthase domain-containing protein,NADSYN1,protein
,UniProtKB,A0A0B4J218,SPAG11A,Sperm associated antigen 11B,SPAG11A|SPAG11B,protein
,UniProtKB,A0A0B4J221,IMMP1L,Peptidase S26 domain-containing protein,IMMP1L,protein
,UniProtKB,A0A0B4J222,ARL15,ADP ribosylation factor like GTPase 15,ARL15,protein
,UniProtKB,A0A0J9YXU4,TBCD,Tubulin-specific chaperone D C-terminal domain-containing protein,TBCD,protein
,UniProtKB,A0A0J9YXU7,PON2,Paraoxonase,PON2,protein
,UniProtKB,A0A0J9YXV4,UTP4,U3 small nucleolar RNA-associated protein 4 homolog,UTP4,protein
,UniProtKB,A0A0J9YXV8,KEL,Peptidase M13 N-terminal domain-containing protein,KEL,protein
,UniProtKB,A0A0J9YXX0,GAL3ST4,Galactose-3-O-sulfotransferase 4,GAL3ST4,protein
,UniProtKB,A0A0J9YXX5,PUF60,Poly(U)-binding-splicing factor PUF60,PUF60,protein
,UniProtKB,A0A0J9YXY1,SOCS7,Suppressor of cytokine-signaling 7,SOCS7,protein
,UniProtKB,A0A0J9YXY4,STMN3,Stathmin,STMN3,protein
,UniProtKB,A0A0J9YXY6,CLN8,Protein CLN8,CLN8,protein
,UniProtKB,A0A0J9YXY8,TAF15,RanBP2-type domain-containing protein,TAF15,protein
,UniProtKB,A0A0J9YXZ4,TADA2A,Transcriptional adapter 2-alpha,TADA2A,protein
,UniProtKB,A0A0J9YXZ5,IQGAP1,IQ motif containing GTPase activating protein 1,IQGAP1,protein
,UniProtKB,A0A0J9YXZ6,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",DECR2,protein
,UniProtKB,A0A0J9YXZ9,UTP4,U3 small nucleolar RNA-associated protein 4 homolog,UTP4,protein
,UniProtKB,A0A0J9YY01,MYO15B,Myosin motor domain-containing protein,MYO15B,protein
,UniProtKB,A0A0J9YY02,MED16,Mediator of RNA polymerase II transcription subunit 16,MED16,protein
,UniProtKB,A0A0J9YY12,GPCPD1,CBM20 domain-containing protein,GPCPD1,protein
,UniProtKB,A0A0J9YY14,NDE1,NUDE domain-containing protein,NDE1,protein
,UniProtKB,A0A0J9YY16,DLGAP2,Disks large-associated protein 2,DLGAP2,protein
,UniProtKB,A0A0J9YY17,DNAH10,AAA+ ATPase domain-containing protein,DNAH10,protein
,UniProtKB,A0A0J9YY18,EPB41L3,SAB domain-containing protein,EPB41L3,protein
,UniProtKB,A0A0J9YY42,TAS2R46,Taste receptor type 2 member 46,TAS2R46,protein
,UniProtKB,A0A0J9YY46,TMIGD3,Transmembrane and immunoglobulin domain containing 3,TMIGD3,protein
,UniProtKB,A0A0J9YY63,DLGAP2,Disks large-associated protein 2,DLGAP2,protein
,UniProtKB,A0A0J9YY65,SERPINF2,Serpin domain-containing protein,SERPINF2,protein
,UniProtKB,A0A0J9YY69,CCL4L2,Chemokine interleukin-8-like domain-containing protein,CCL4L2,protein
,UniProtKB,A0A0J9YY76,ESPN,WH2 domain-containing protein,ESPN,protein
,UniProtKB,A0A0J9YY79,INPP5F,HSac2 domain-containing protein,INPP5F,protein
,UniProtKB,A0A0J9YY83,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",DECR2,protein
,UniProtKB,A0A0J9YYA0,CNTNAP2,Laminin G domain-containing protein,CNTNAP2,protein
,UniProtKB,A0A0J9YYA7,FRMD4A,FERM domain-containing protein,FRMD4A,protein
,UniProtKB,A0A0J9YYB4,SPDYE16,Putative speedy protein E16,SPDYE16,protein
,UniProtKB,A0A0J9YYB5,PHRF1,PHD and RING finger domain-containing protein 1,PHRF1,protein
,UniProtKB,A0A0J9YYC1,LIMS3,LIM zinc-binding domain-containing protein,LIMS3,protein
,UniProtKB,A0A0J9YYC4,A0A0J9YYC4,RRM domain-containing protein,,protein
,UniProtKB,A0A0J9YYC6,MED16,Mediator of RNA polymerase II transcription subunit 16,MED16,protein
,UniProtKB,A0A0J9YYC8,PRSS2,Peptidase S1 domain-containing protein,PRSS2,protein
,UniProtKB,A0A0J9YYD8,GAL3ST4,Galactose-3-O-sulfotransferase 4,GAL3ST4,protein
,UniProtKB,A0A0J9YYD9,A0A0J9YYD9,Tudor domain-containing protein,,protein
,UniProtKB,A0A0J9YYE0,TAF15,TATA-binding protein-associated factor 2N,TAF15,protein
,UniProtKB,A0A0J9YYF2,SPDYE16,Speedy/RINGO cell cycle regulator family member E16,SPDYE16,protein
,UniProtKB,A0A0J9YYF5,NDE1,Nuclear distribution protein nudE homolog 1,NDE1,protein
,UniProtKB,A0A0J9YYF6,LAD1,Ladinin 1,LAD1,protein
,UniProtKB,A0A0J9YYF7,DAAM2,Dishevelled associated activator of morphogenesis 2,DAAM2|hCG_33196,protein
,UniProtKB,A0A0J9YYG5,PLPPR1,Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein,PLPPR1,protein
,UniProtKB,A0A0J9YYH3,GPI,Glucose-6-phosphate isomerase,GPI,protein
,UniProtKB,A0A0J9YYI4,SERINC5,Serine incorporator 5,SERINC5,protein
,UniProtKB,A0A0J9YYI8,GPI,Glucose-6-phosphate isomerase,GPI,protein
,UniProtKB,A0A0J9YYJ1,PON2,Paraoxonase,PON2,protein
,UniProtKB,A0A0J9YYJ3,TMEM184B,Transmembrane protein 184B,TMEM184B,protein
,UniProtKB,A0A0J9YYK1,DVL1,DEP domain-containing protein,DVL1,protein
,UniProtKB,A0A0J9YYK8,CLN8,TLC domain-containing protein,CLN8,protein
,UniProtKB,A0A0J9YYL3,PUF60,Poly(U)-binding-splicing factor PUF60,PUF60,protein
,UniProtKB,A0A0K2YUJ3,ALK,Tyrosine-protein kinase receptor,ALK,protein
